medicine_shape_seq,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤
18719,,IH,TL,타원형,하양,
18720,,IH,TH,타원형,하양,
18721,,N22,,원형,분홍,
18722,,N21,,원형,분홍,
18723,,CVFV,,장방형,주황,
18724,,RP WL,,장방형,초록,연두
18725,,VG,UT,원형,하양,
18726,,HK,EZ,장방형,하양,
18727,,"0,5",분할선,원형,주황,
18728,,CCL,,타원형,빨강,
18729,,RC,10,타원형,주황,
18730,,KGP H36,,장방형,빨강,빨강
18731,,TA1,TD,타원형,회색,하양
18732,,TA2,TD,타원형,회색,하양
18733,,TA3,TD,타원형,회색,하양
18734,,CP 은교산,,장방형,빨강,노랑
18735,,CP5,,타원형,"노랑, 투명",
18736,,META,,타원형,갈색,
18737,,2D L10,,장방형,연두,연두
18738,,FC750,2D,장방형,하양,
18739,,451,GC,타원형,주황,
18740,,411,GC,타원형,분홍,
18741,,851,GC,타원형,주황,
18742,,DCB,,원형,하양,
18743,,DCR,,원형,하양,
18744,,DKPMT,,원형,하양,
18745,,SK-VRD,,원형,분홍,
18746,,GHT,,장방형,연두,
18747,,25LLN,마크,원형,분홍,
18748,,ATZ,2분할선0,타원형,하양,
18749,,SS,T/Λ,장방형,주황,
18750,,PTQTP,,타원형,"빨강, 투명",
18751,,VI,Mc,원형,하양,
18752,,C,마크,원형,분홍,
18753,,HCS,HWP,장방형,주황,
18754,,IC,AV1,타원형,하양,
18755,,IC,AV2,타원형,하양,
18756,,ono 40180,ono 40180,타원형,주황,
18757,,CU10,,원형,주황,
18758,,K,50,원형,하양,
18759,,T,TR50,원형,하양,
18760,,HN,F1,팔각형,분홍,
18761,,ROXMM,,원형,하양,
18762,,마크LR,분할선,타원형,주황,
18763,,SW URC,,장방형,빨강,하양
18764,,RD,20,타원형,갈색,
18765,,SJ,500,타원형,하양,
18766,,SJ,750,타원형,하양,
18767,,WI40,,타원형,분홍,
18768,,WI,R2,타원형,갈색,
18769,,Λ+11,분할선,원형,하양,
18770,,4M,분할선,원형,노랑,
18771,,마크,FN1,팔각형,분홍,
18772,,INO,1.0,삼각형,분홍,
18773,,5,마크,삼각형,주황,
18774,,2분할선0,마크,삼각형,주황,
18775,,LΛ,5,원형,노랑,
18776,,LΛ,10,원형,노랑,
18777,,속콜큐어 속콜큐어,,장방형,초록,하양
18778,,엔드콜F 엔드콜F,,장방형,빨강,하양
18779,,LNT,20,원형,빨강,
18780,,LNT,15,원형,빨강,
18781,,T,10,원형,분홍,
18782,,T,15,원형,빨강,
18783,,T,20,원형,빨강,
18784,,ΛT6,,원형,분홍,
18785,,ΛT9,,원형,주황,
18786,,LNC,십자분할선,원형,하양,
18787,,LNC,1,팔각형,분홍,
18788,,X,10,원형,분홍,
18789,,X,15,원형,빨강,
18790,,X,20,원형,빨강,
18791,,NG,10,원형,분홍,
18792,,NG,15,원형,빨강,
18793,,NG,20,원형,빨강,
18794,,UN,10,원형,분홍,
18795,,UN,15,원형,빨강,
18796,,811,GC,타원형,노랑,
18797,,HNS,,원형,하양,
18798,,H분할선T,500,타원형,하양,
18799,,EXC0,,장방형,분홍,
18800,,EXC1,,장방형,분홍,
18801,,G,50,원형,하양,
18802,,LE분할선10,10,타원형,하양,
18803,,LE,5,원형,하양,
18804,,NK,,사각형,분홍,
18805,,분할선,LBA,장방형,주황,
18806,,GI,WON,원형,초록,
18807,,M분할선05,분할선,타원형,주황,
18808,,EVT,,타원형,빨강,
18809,,마크 CFC,,장방형,파랑,하양
18810,,십자분할선,HD분할선TO,원형,노랑,
18811,,UL10,,원형,하양,
18812,,ES,10,원형,하양,
18813,,IB,625,타원형,하양,
18814,,UPNS/M,,원형,주황,
18815,,ΛN,820,타원형,분홍,
18816,,T1,,타원형,갈색,
18817,,T3,,타원형,갈색,
18818,,0,,사각형,분홍,
18819,,0,,사각형,분홍,
18820,,0,,사각형,분홍,
18821,,0,,사각형,분홍,
18822,,마크,A분할선5,팔각형,하양,
18823,,마크,A분할선10,팔각형,하양,
18824,,300,,장방형,하양,
18825,,20,800,타원형,분홍,
18826,,DW,ED,원형,주황,
18827,,0,LK1,사각형,분홍,
18828,,820,2D,타원형,분홍,
18829,,LDC,HN,장방형,하양,
18830,,HT,RDC,장방형,하양,
18831,,N+,20,타원형,분홍,
18832,,EST,2/8,타원형,분홍,
18833,,KPP,20,원형,갈색,
18834,,BP,5분할선0,타원형,하양,
18835,,ETX,C2,타원형,하양,
18836,,ETX,C1,타원형,하양,
18837,,KK,15,원형,하양,
18838,,TUP I,,타원형,자주,
18839,,ΛPG,,원형,주황,
18840,,CR,20,원형,분홍,
18841,,DKP,90,장방형,하양,
18842,,D-W,▽10,원형,분홍,
18843,,D-W,▽20,원형,빨강,
18844,,D-W,▽15,원형,빨강,
18845,,GH,FC,원형,하양,
18846,,GHD2,,타원형,분홍,
18847,,TZJ,십자분할선,원형,노랑,
18848,,820,KI,타원형,분홍,
18849,,SC,LC,장방형,하양,
18850,,SIB,,원형,노랑,
18851,,SJ,820,타원형,분홍,
18852,,SJ,LCR,장방형,하양,
18853,,SS,5,원형,노랑,
18854,,YH,20,원형,분홍,
18855,,YHD,500,원형,하양,
18856,,YHD,850,장방형,하양,
18857,,YHD,1000,장방형,하양,
18858,,TB,,사각형,분홍,분홍
18859,,ETX G2,,장방형,하양,하양
18860,,ETX G1,,장방형,하양,하양
18861,,HwR5,,원형,노랑,
18862,,MSP,UB,타원형,하양,
18863,,CKD40/5,,타원형,노랑,
18864,,CKD40/10,,타원형,분홍,
18865,,CKD80/10,,타원형,분홍,
18866,,CKD80/20,,타원형,분홍,
18867,,TP3,KI,타원형,하양,
18868,,TPI,KI,타원형,하양,
18869,,TP2,KI,타원형,하양,
18870,,마크776,,타원형,주황,
18871,,분할선,마크B100,장방형,갈색,
18872,,WU4,분할선,원형,노랑,
18873,,WU1,,원형,하양,
18874,,WU C100,,장방형,"하양, 파랑","하양, 파랑"
18875,,UN,20,원형,빨강,
18876,,WI,20,원형,빨강,
18877,,WI,15,원형,빨강,
18878,,WI,10,원형,분홍,
18879,,마크,Y20,원형,빨강,
18880,,CXP MWC,,장방형,초록,초록
18881,,ADC,,타원형,"노랑, 투명",
18882,,DWPRB,,원형,하양,
18883,,DM,O+,원형,주황,
18884,,마크,S,원형,노랑,
18885,,마크,5,원형,노랑,
18886,,MTS20,,타원형,분홍,
18887,,CXP,7,원형,노랑,
18888,,CXP,6,원형,노랑,
18889,,CXP,46,타원형,하양,
18890,,CXP,47,타원형,연두,
18891,,4분할선4,CXP,팔각형,하양,
18892,,4분할선5,CXP,팔각형,하양,
18893,,CXP,51,원형,하양,
18894,,ET7,,원형,하양,
18895,,ET8,분할선,원형,하양,
18896,,ET9,분할선,원형,주황,
18897,,마크,,원형,하양,
18898,,DWP E40,,장방형,분홍,분홍
18899,,DWP E20,,장방형,분홍,하양
18900,,EC20,,타원형,분홍,
18901,,EMD,,타원형,분홍,
18902,,ΛL,30,기타,청록,
18903,,AV14,,타원형,하양,
18904,,AV12,,타원형,하양,
18905,,AV11,,타원형,하양,
18906,,W2B,,타원형,하양,
18907,,F2B,,타원형,하양,
18908,,T2B,,타원형,하양,
18909,,TC12,,타원형,하양,
18910,,KS,GT,장방형,갈색,
18911,,DM,R,원형,하양,
18912,,D101,,타원형,하양,
18913,,D102,,타원형,하양,
18914,,D104,,타원형,하양,
18915,,SC2,,타원형,하양,
18916,,SC1,,타원형,하양,
18917,,RM,5,원형,주황,
18918,,AE40,G분할선C,타원형,하양,
18919,,AE20,G분할선C,타원형,하양,
18920,,AE10,G분할선C,타원형,하양,
18921,,ESC,20,타원형,주황,
18922,,ESC,40,타원형,분홍,
18923,,VI4,,타원형,하양,
18924,,VI2,,타원형,하양,
18925,,VI1,,타원형,하양,
18926,,HL,1,오각형,하양,
18927,,hw10,,타원형,하양,
18928,,hw20,,타원형,하양,
18929,,0,IK4,타원형,하양,
18930,,YH,15,원형,분홍,
18931,,YH,10,원형,분홍,
18932,,AJU CLC,,장방형,하양,하양
18933,,마크 PG150,,장방형,하양,하양
18934,,마크 PG75,,장방형,빨강,하양
18935,,Λ+,14,원형,하양,
18936,,LIP,20,원형,하양,
18937,,마크,160,기타,하양,
18938,,마크,10,원형,분홍,
18939,,마크,15,원형,빨강,
18940,,마크,20,원형,빨강,
18941,,HL,T85,타원형,하양,회색
18942,,HL,T42,타원형,하양,회색
18943,,HL,T45,타원형,회색,하양
18944,,HL,T82,타원형,하양,회색
18945,,GH OMP,,장방형,빨강,분홍
18946,,GH,100,원형,하양,
18947,,GH,500,타원형,분홍,
18948,,ISP500,,장방형,노랑,
18949,,NB,13,타원형,연두,
18950,,NB,10,원형,분홍,
18951,,NB,11,원형,빨강,
18952,,NB,12,원형,빨강,
18953,,KNB,,타원형,"노랑, 투명",
18954,,마크,22,원형,분홍,
18955,,마크,23,원형,빨강,
18956,,마크,24,원형,빨강,
18957,,케라티모 케라티모,,장방형,초록,노랑
18958,,MK,50,타원형,갈색,
18959,,CET 250,,장방형,파랑,하양
18960,,UL2,,타원형,하양,
18961,,RL,20,원형,분홍,
18962,,ICR,,원형,하양,
18963,,NB16,,원형,하양,
18964,,U1,,팔각형,분홍,
18965,,DWB,1016,원형,주황,
18966,,DWB,516,원형,분홍,
18967,,DWB,108,원형,분홍,
18968,,DWB,58,원형,분홍,
18969,,DWB,분할선,원형,파랑,
18970,,NQ20,,원형,분홍,
18971,,NQ40,,원형,분홍,
18972,,H,C,원형,하양,
18973,,HL,23,원형,분홍,
18974,,CTM10,,사각형,노랑,
18975,,DASE,,원형,노랑,
18976,,분할선,VBC,타원형,주황,
18977,,ATB20,,타원형,하양,
18978,,VYN 61,,타원형,갈색,
18979,,마크,CM2,원형,연두,
18980,,INO PGN    25,,장방형,노랑,하양
18981,,코드에이,,타원형,파랑,
18982,,TS,,원형,주황,
18983,,마크250,,원형,하양,
18984,,SD,15,원형,하양,
18985,,10,CD,원형,연두,
18986,,PITA,분할선,원형,주황,
18987,,CKD,C분할선1,타원형,하양,
18988,,DID PSP,,장방형,하양,
18989,,CEN,,타원형,갈색,
18990,,NB,26,원형,주황,
18991,,NB,27,원형,주황,
18992,,KCJ,R11,원형,연두,
18993,,NVM,,원형,하양,
18994,,PK2,,장방형,주황,
18995,,CV,L2,장방형,하양,
18996,,TS,1,원형,하양,
18997,,TS,2,원형,하양,
18998,,0,,원형,분홍,
18999,,BI14,,타원형,하양,
19000,,KS,VT,장방형,갈색,
19001,,CKD,20,원형,빨강,
19002,,CKD,15,원형,빨강,
19003,,ET,C1,팔각형,분홍,
19004,,KG11,,타원형,하양,
19005,,KG12,,타원형,하양,
19006,,T39,,장방형,하양,
19007,,A37,,타원형,하양,
19008,,IK1,,타원형,하양,
19009,,0,IK2,타원형,하양,
19010,,A36,,타원형,하양,
19011,,IHA4,,타원형,하양,
19012,,IHA2,,타원형,하양,
19013,,IY14,,타원형,하양,
19014,,IY11,,타원형,하양,
19015,,104,,타원형,하양,
19016,,102,,타원형,하양,
19017,,101,,타원형,하양,
19018,,NB6,,타원형,하양,
19019,,NB5,,타원형,하양,
19020,,NB4,,타원형,하양,
19021,,KL40,,타원형,하양,
19022,,AK12,,타원형,하양,
19023,,KIM CFC,,장방형,파랑,하양
19024,,KIM,,원형,하양,
19025,,THERS,,원형,주황,
19026,,DW,80,원형,하양,
19027,,0,,장방형,빨강,
19028,,0,,장방형,초록,초록
19029,,LS40,,타원형,하양,
19030,,LS20,,타원형,하양,
19031,,LS10,,타원형,하양,
19032,,SDCB 100,,장방형,"하양, 파랑","하양, 파랑"
19033,,NC,30,기타,청록,
19034,,UN,30,원형,회색,
19035,,T분할선M,마크,원형,하양,
19036,,MKDZ,,원형,주황,
19037,,YPA,,타원형,갈색,초록
19038,,25SEL,,장방형,하양,
19039,,TH ER,,장방형,노랑,
19040,,TS LD,,타원형,분홍,
19041,,EF,HDP,원형,하양,
19042,,GH,E,원형,하양,
19043,,NGP NGP,,장방형,"하양, 노랑","하양, 노랑"
19044,,SJ,VM,타원형,주황,
19045,,훼리탑F 일동제약,,장방형,빨강,빨강
19046,,ID r,10,타원형,노랑,
19047,,FT 10,,장방형,연두,연두
19048,,MTS,14,장방형,주황,
19049,,CTR,,원형,초록,
19050,,INO PGN    75,,장방형,갈색,하양
19051,,LPL,8분할선0,타원형,하양,
19052,,cr EM+,,타원형,분홍,
19053,,엔젤P,,타원형,"파랑, 투명",
19054,,마크,M분할선P,장방형,하양,
19055,,TΛ3,마크,타원형,회색,하양
19056,,CLR WTCC,,장방형,빨강,노랑
19057,,DWB,VFR1,장방형,분홍,
19058,,DWB,VFR0,장방형,분홍,
19059,,DWB,VFR2,타원형,분홍,
19060,,DWB,VFR3,타원형,분홍,
19061,,DW분할선OT,40,원형,분홍,
19062,,LK,T,원형,분홍,
19063,,ES40,,타원형,분홍,
19064,,GH,,타원형,"노랑, 투명",
19065,,CT,TS,원형,하양,
19066,,INO,75,원형,분홍,
19067,,INO,M400,장방형,분홍,
19068,,INOD 30mg,,장방형,파랑,하양
19069,,ΛVR1,INO,장방형,분홍,
19070,,ΛVR0,INO,장방형,분홍,
19071,,DULO 60mg,,장방형,남색,연두
19072,,DULO 30mg,,장방형,남색,하양
19073,,HTAS,,원형,주황,
19074,,F02,,기타,파랑,
19075,,A07,,타원형,노랑,
19076,,JI,F,원형,하양,
19077,,KIM,AF,원형,하양,
19078,,마크CD,분할선,원형,연두,
19079,,마크RB,분할선,타원형,하양,
19080,,SSΛS,,원형,하양,
19081,,W분할선I,30,타원형,주황,
19082,,W분할선I,15,타원형,노랑,
19083,,W분할선I,7.5,타원형,파랑,
19084,,GAD20,,원형,하양,
19085,,RD,10,타원형,노랑,
19086,,TΛ2,마크,타원형,회색,하양
19087,,TΛ1,마크,타원형,회색,하양
19088,,마크,ΛS,장방형,주황,
19089,,마크분할선2,분할선,기타,초록,
19090,,GT,,원형,노랑,
19091,,KI분할선MS,분할선,기타,파랑,
19092,,KIM4,,타원형,하양,
19093,,KIM1,,타원형,하양,
19094,,KIM2,,타원형,하양,
19095,,nT5,,장방형,연두,
19096,,L12Z,,타원형,하양,
19097,,140,,타원형,하양,
19098,,120,,타원형,하양,
19099,,110,,타원형,하양,
19100,,GT14,,타원형,하양,
19101,,GT12,,타원형,하양,
19102,,GT11,,타원형,하양,
19103,,EDZ 100,,장방형,파랑,"분홍, 투명"
19104,,NKI2,,타원형,하양,
19105,,NKII,,타원형,하양,
19106,,AE14,,타원형,하양,
19107,,VD20,,타원형,하양,
19108,,KR2,분할선,원형,주황,
19109,,SS12,,타원형,하양,
19110,,C100,UB,장방형,하양,
19111,,UBF,,원형,하양,
19112,,HIP4,,타원형,하양,
19113,,YH,RX,원형,하양,
19114,,EA40,YH,타원형,하양,
19115,,EA20,YH,타원형,하양,
19116,,EA10,YH,장방형,하양,
19117,,YL14,,타원형,하양,
19118,,CL,T2,타원형,하양,
19119,,KTM,,사각형,분홍,
19120,,HT,TS,원형,하양,
19121,,H분할선T,U200,원형,하양,
19122,,HT,216,타원형,갈색,
19123,,J20,,원형,분홍,
19124,,J40,,원형,분홍,
19125,,KIB RR1,,장방형,하양,하양
19126,,2K,75,원형,하양,
19127,,2K,,타원형,분홍,
19128,,2K,ZA,원형,하양,
19129,,마크,35,원형,하양,
19130,,LNC,18,타원형,하양,
19131,,NVM,마크,원형,노랑,
19132,,SPC,G40,장방형,연두,
19133,,R20,UT,타원형,하양,
19134,,YI,56,타원형,하양,
19135,,hw,92,원형,하양,
19136,,마크,57,팔각형,분홍,
19137,,SJ,VG,원형,하양,
19138,,마크,VG,원형,하양,
19139,,마크RB,,원형,하양,
19140,,마크B,,원형,분홍,
19141,,NPH ER,,원형,주황,
19142,,Krs,LM,원형,하양,
19143,,RBD,,원형,연두,
19144,,마크 MR2,,장방형,초록,연두
19145,,KK,05,원형,하양,
19146,,KPP,S,원형,초록,
19147,,마크,(5),원형,하양,
19148,,MTS,PC,장방형,연두,
19149,,마크,10,원형,주황,
19150,,마크 FXT10,,장방형,연두,연두
19151,,KDC,52,원형,하양,
19152,,KDC,54,원형,노랑,
19153,,마크36,,원형,분홍,
19154,,마크37,,원형,분홍,
19155,,CRM500,,장방형,노랑,
19156,,RPS4,,타원형,분홍,
19157,,RN,20,타원형,갈색,
19158,,T2,,원형,하양,
19159,,CV40,,타원형,하양,
19160,,NRM 0.5mg,,장방형,노랑,노랑
19161,,NRM 1mg,,장방형,하양,하양
19162,,TC14,,타원형,하양,
19163,,14,,타원형,하양,
19164,,12,,타원형,하양,
19165,,11,,타원형,하양,
19166,,2D11,,타원형,하양,
19167,,2D12,,타원형,하양,
19168,,GH12,,타원형,하양,
19169,,GH11,,타원형,하양,
19170,,KB,48,장방형,갈색,
19171,,O분할선T,25,원형,하양,
19172,,nT FLC,,장방형,파랑,하양
19173,,nT 250,,장방형,파랑,하양
19174,,nT,Λ5,팔각형,하양,
19175,,nT5,분할선,장방형,하양,
19176,,nT,RB,원형,하양,
19177,,nTS,,장방형,노랑,
19178,,nTSS,,장방형,노랑,
19179,,60,YN,타원형,연두,
19180,,YL12,,타원형,하양,
19181,,YL11,,타원형,하양,
19182,,AT20,,타원형,하양,
19183,,YU,R분할선C,타원형,주황,
19184,,PP,15,원형,갈색,
19185,,PDR,CR,장방형,하양,
19186,,AN10,,원형,노랑,
19187,,0,,사각형,노랑,
19188,,820,CP,타원형,분홍,
19189,,SOG,,타원형,연두,
19190,,HwR20,,원형,분홍,
19191,,2K,K,원형,하양,
19192,,Romega,,타원형,"노랑, 투명",
19193,,ARO KIB,,장방형,회색,하양
19194,,LS,2,원형,노랑,
19195,,LS,4,원형,빨강,
19196,,NV,,원형,연두,
19197,,LV,90,장방형,하양,
19198,,SPC,ND,타원형,분홍,
19199,,YHP150,,타원형,연두,
19200,,마크,분할선,장방형,노랑,
19201,,마크 DF10,,장방형,연두,연두
19202,,R분할선F,,타원형,주황,
19203,,60T,SJ,원형,분홍,
19204,,90T,SJ,원형,주황,
19205,,D분할선V,500,타원형,하양,
19206,,MJ RS10,,원형,분홍,
19207,,D08,분할선,원형,노랑,
19208,,D07,,원형,노랑,
19209,,KLS,분할선,타원형,주황,
19210,,마크분할선D,500,타원형,하양,
19211,,PTG,,장방형,하양,
19212,,마크T3,,타원형,분홍,
19213,,마크T4,,타원형,분홍,
19214,,마크T6,,타원형,노랑,
19215,,마크I0,,원형,분홍,
19216,,마크 I5,,원형,빨강,
19217,,마크20,,원형,빨강,
19218,,MKM,십자분할선,원형,하양,
19219,,BRT,,기타,파랑,
19220,,마크5,,타원형,하양,
19221,,2분할선K,V8,원형,분홍,
19222,,nT,A7,타원형,하양,
19223,,nT,,타원형,연두,
19224,,JMR JMR90  90,,장방형,하양,하양
19225,,KMP,M분할선4,원형,하양,
19226,,NN1,,타원형,하양,
19227,,NN2,,타원형,하양,
19228,,NN4,,타원형,하양,
19229,,분할선,마크MQ,장방형,갈색,
19230,,분할선,마크MN,장방형,갈색,
19231,,분할선,마크VP,장방형,갈색,
19232,,PL 200,,장방형,초록,하양
19233,,SK,L25,원형,하양,
19234,,2D1,,원형,하양,
19235,,GH,NE,원형,주황,
19236,,JH,49,원형,하양,
19237,,JW2,,원형,갈색,
19238,,ATJB,,타원형,주황,
19239,,NΛS,,원형,하양,
19240,,HD Cold,,타원형,"초록, 투명",
19241,,With U,,타원형,자주,
19242,,TUP,A625,타원형,하양,
19243,,TUP,A375,타원형,하양,
19244,,HTAER,,장방형,주황,
19245,,IK BP,,장방형,주황,
19246,,KCR,,원형,하양,
19247,,S25,,타원형,갈색,
19248,,GTB sr,,장방형,하양,하양
19249,,마크,B10분할선,원형,연두,
19250,,IC14,,타원형,하양,
19251,,IC12,,타원형,하양,
19252,,IC11,,타원형,하양,
19253,,AI0I,,타원형,하양,
19254,,AI02,,타원형,하양,
19255,,AI04,,타원형,하양,
19256,,ALK MA,,장방형,주황,주황
19257,,LNC,C,원형,하양,
19258,,L11Z,,타원형,하양,
19259,,L14Z,,타원형,하양,
19260,,NVM,,타원형,노랑,
19261,,2YN,,원형,분홍,
19262,,4YN,,원형,분홍,
19263,,SCD 600,,장방형,연두,
19264,,VD40,,타원형,하양,
19265,,AG,820,타원형,분홍,
19266,,A+39,,원형,하양,
19267,,INOCX 200,,장방형,"하양, 노랑","하양, 노랑"
19268,,ATS4,,타원형,하양,
19269,,CLMX21,,타원형,보라,
19270,,CLMX23,,타원형,"파랑, 투명",
19271,,CLMX22,,타원형,"주황, 투명",
19272,,CLMX13,,타원형,"분홍, 투명",
19273,,CLMX24,,타원형,"연두, 투명",
19274,,CLMX25,,타원형,파랑,
19275,,KIM,T·A/2,장방형,주황,
19276,,MJ,RM,원형,하양,
19277,,DUA,,타원형,"노랑, 투명",
19278,,KDC,십자분할선,원형,주황,
19279,,ZP 1,분할선,원형,하양,
19280,,ZP 2,분할선,원형,파랑,
19281,,ZP 3,분할선,원형,파랑,파랑
19282,,마크88,,타원형,하양,
19283,,CEP/43,,타원형,갈색,
19284,,WI20,,타원형,분홍,
19285,,RC,20,타원형,갈색,
19286,,PTQNP,,타원형,"노랑, 투명",
19287,,PTQCP,,타원형,"파랑, 투명",
19288,,ID r,20,타원형,갈색,
19289,,FU,,원형,빨강,
19290,,마크,16,타원형,하양,
19291,,마크,17,원형,연두,
19292,,MK1.5mg,,장방형,노랑,노랑
19293,,MK3mg,,장방형,주황,주황
19294,,QU25,,원형,분홍,
19295,,RR분할선2,,장방형,분홍,
19296,,RR분할선1,,장방형,하양,
19297,,QU100,,원형,주황,
19298,,QU200,,원형,하양,
19299,,QU300,,타원형,하양,
19300,,M분할선A,1분할선0,타원형,노랑,
19301,,FL20 FL20,,장방형,초록,하양
19302,,AC PGN   75,,장방형,갈색,하양
19303,,CXP,49,원형,하양,
19304,,VIBREX,,타원형,갈색,
19305,,Tn,34,원형,주황,
19306,,DWB,I00,원형,하양,
19307,,LY,분할선,타원형,주황,
19308,,마크EM4,,타원형,분홍,
19309,,RPS2,,타원형,분홍,
19310,,HD Nose,,타원형,"노랑, 투명",
19311,,UK8,,원형,하양,
19312,,WU,DUO,타원형,분홍,
19313,,YH,1000M,타원형,하양,
19314,,RD,YH,원형,노랑,
19315,,AN20,,원형,주황,
19316,,KMP,LDP,장방형,하양,
19317,,KS,BT,원형,연두,
19318,,INO PGN    50,,장방형,파랑,하양
19319,,CPK4,,타원형,하양,
19320,,KDF,,타원형,연두,
19321,,LP,10,원형,하양,
19322,,LP,20,원형,하양,
19323,,YL7,NVR,타원형,분홍,
19324,,SIL BN,,장방형,노랑,노랑
19325,,K S,M B,장방형,갈색,
19326,,YHMag-BM,,타원형,검정,
19327,,A+,18,원형,분홍,
19328,,A분할선+,29,장방형,하양,
19329,,Λ+분할선16,분할선,기타,연두,
19330,,디멘리스1.5mg,,장방형,노랑,노랑
